date,open,high,low,close,volume
2012-01-23 08:00:00,6.45,6.45,6.45,6.45,0.36817307499999996
2012-01-23 12:00:00,6.0,6.0,6.0,6.0,0.35
2012-01-23 16:00:00,6.4433333333333325,6.4433333333333325,6.4433333333333325,6.4433333333333325,10.426031437777777
2012-01-24 00:00:00,6.52,6.52,6.52,6.52,0.70705521
2012-01-24 08:00:00,6.388333333333333,6.388333333333333,6.388333333333333,6.388333333333333,6.405640458333333
2012-01-24 12:00:00,6.55,6.55,6.55,6.55,3.0437772499999998
2012-01-24 16:00:00,6.5525,6.5525,6.5525,6.5525,4.64675147
2012-01-25 08:00:00,6.26,6.26,6.26,6.26,30.0
2012-01-25 12:00:00,6.845999999999999,6.845999999999999,6.845999999999999,6.845999999999999,1.16732564
2012-01-25 16:00:00,6.039130434782609,6.039130434782609,6.035217391304348,6.035217391304348,1.6978260869565216
2012-01-25 20:00:00,6.31,6.31,6.31,6.31,0.2
2012-01-26 12:00:00,6.27,6.27,6.27,6.27,1.4871783390909092
2012-01-26 20:00:00,6.0825,6.1225000000000005,6.0825,6.1225000000000005,3.1400272124999997
2012-01-27 00:00:00,5.11,5.11,5.11,5.11,0.52228303
2012-01-27 12:00:00,5.687826086956521,5.687826086956521,5.687826086956521,5.687826086956521,3.434487033478261
2012-01-27 16:00:00,5.863333333333333,5.863333333333333,5.863333333333333,5.863333333333333,4.173314003333334
2012-01-28 04:00:00,4.91,4.91,4.91,4.91,0.25
2012-01-29 04:00:00,5.8933333333333335,5.8933333333333335,5.8933333333333335,5.8933333333333335,0.6182821433333333
2012-01-29 20:00:00,5.3,5.3,5.3,5.3,2.6
2012-01-30 00:00:00,5.5,5.5,5.5,5.5,5.0
2012-01-30 12:00:00,5.3,5.3,5.3,5.3,2.4
2012-01-30 16:00:00,5.58,5.58,5.58,5.58,2.476
2012-01-30 20:00:00,5.58,5.58,5.58,5.58,0.19
2012-01-31 04:00:00,5.7,5.7,5.7,5.7,2.0
2012-01-31 08:00:00,5.58,5.58,5.58,5.58,0.6402141578571429
2012-01-31 12:00:00,5.85,5.85,5.85,5.85,7.18034188
2012-01-31 16:00:00,5.904285714285714,5.948571428571428,5.828571428571428,5.948571428571428,10.007379022857142
2012-01-31 20:00:00,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,2.055
2012-02-01 12:00:00,5.76,5.76,5.755,5.755,3.6937228699999998
2012-02-01 20:00:00,5.745,5.8,5.745,5.8,0.77856009
2012-02-02 00:00:00,5.99,5.99,5.99,5.99,2.14
2012-02-02 04:00:00,5.89,5.89,5.89,5.89,0.2
2012-02-02 08:00:00,6.16,6.16,6.16,6.16,2.09004384
2012-02-02 12:00:00,6.175806451612903,6.1809677419354845,6.171935483870969,6.17741935483871,2.148309078387097
2012-02-02 16:00:00,6.21125,6.21125,6.21125,6.21125,5.960456477499999
2012-02-02 20:00:00,6.2,6.2,6.2,6.2,11.682835077272728
2012-02-03 00:00:00,6.267272727272727,6.267272727272727,6.242727272727273,6.242727272727273,2.147315510909091
2012-02-03 04:00:00,6.0,6.0,6.0,6.0,1.0
2012-02-03 08:00:00,6.205,6.205,6.205,6.205,6.6207718675
2012-02-03 12:00:00,6.146,6.146,6.146,6.146,8.98344693
2012-02-03 16:00:00,6.1525,6.1525,6.1525,6.1525,8.091760015
2012-02-03 20:00:00,6.3,6.3,6.3,6.3,4.26
2012-02-04 00:00:00,6.359999999999999,6.359999999999999,6.359999999999999,6.359999999999999,1.666561155
2012-02-04 04:00:00,5.95,5.95,5.95,5.95,4.97
2012-02-04 08:00:00,6.0675,6.0725,6.0675,6.0725,13.346119654999999
2012-02-04 12:00:00,6.09857142857143,6.09857142857143,6.09857142857143,6.09857142857143,0.2496275942857143
2012-02-04 20:00:00,5.94,5.94,5.94,5.94,2.1
2012-02-05 00:00:00,5.918888888888889,5.918888888888889,5.917777777777777,5.917777777777777,1.9174444444444445
2012-02-05 04:00:00,5.9,5.9,5.9,5.9,2.6699308100000003
2012-02-05 08:00:00,5.86,5.86,5.86,5.86,5.00156919
2012-02-05 12:00:00,5.8525,5.8525,5.8525,5.8525,2.914618645
2012-02-05 16:00:00,5.7,5.7,5.7,5.7,0.70410477
2012-02-05 20:00:00,5.783333333333334,5.783333333333334,5.783333333333334,5.783333333333334,0.52791328
2012-02-06 00:00:00,5.6,5.6,5.6,5.6,0.30000000000000004
2012-02-06 08:00:00,5.404999999999999,5.404999999999999,5.404999999999999,5.404999999999999,0.405
2012-02-06 12:00:00,5.2,5.2,5.2,5.2,6.111869165
2012-02-06 16:00:00,5.9,5.9,5.9,5.9,5.5723
2012-02-07 00:00:00,5.6,5.6,5.6,5.6,2.5
2012-02-07 08:00:00,5.5,5.5,5.5,5.5,2.65
2012-02-07 12:00:00,5.764,5.764,5.764,5.764,12.676566447999999
2012-02-07 16:00:00,5.652857142857143,5.652857142857143,5.652857142857143,5.652857142857143,11.105987621428572
2012-02-07 20:00:00,5.69,5.69,5.69,5.69,18.98067337
2012-02-08 12:00:00,5.79,5.79,5.79,5.79,9.490336684999999
2012-02-08 16:00:00,5.66,5.66,5.66,5.66,20.0
2012-02-08 20:00:00,5.736666666666667,5.739999999999999,5.736666666666667,5.739999999999999,14.863782246666666
2012-02-09 08:00:00,5.6025,5.6025,5.6025,5.6025,8.408694995000001
2012-02-09 12:00:00,5.8133333333333335,5.8133333333333335,5.8133333333333335,5.8133333333333335,3.12779454
2012-02-09 16:00:00,5.87,5.87,5.87,5.87,14.59
2012-02-09 20:00:00,5.875,5.875,5.875,5.875,4.332504191666667
2012-02-10 04:00:00,5.88,5.88,5.88,5.88,2.99
2012-02-10 08:00:00,5.868571428571428,5.868571428571428,5.868571428571428,5.868571428571428,7.867739602857143
2012-02-10 12:00:00,5.88,5.88,5.88,5.88,11.059812925000001
2012-02-10 16:00:00,5.88,5.88,5.88,5.88,5.510544217692308
2012-02-11 08:00:00,5.605,5.605,5.605,5.605,0.9397439
2012-02-12 12:00:00,5.78,5.78,5.78,5.78,34.0
2012-02-12 16:00:00,5.55,5.55,5.55,5.55,0.6
2012-02-12 20:00:00,5.609999999999999,5.609999999999999,5.609999999999999,5.609999999999999,15.1217162
2012-02-13 04:00:00,5.515000000000001,5.515000000000001,5.515000000000001,5.515000000000001,1.125
2012-02-13 08:00:00,5.69,5.69,5.69,5.69,6.946666666666666
2012-02-13 12:00:00,5.736666666666667,5.736666666666667,5.736666666666667,5.736666666666667,21.036614096666668
2012-02-13 16:00:00,5.79,5.79,5.79,5.79,11.33459673
2012-02-14 00:00:00,5.2,5.2,5.2,5.2,2.4299999999999997
2012-02-14 04:00:00,5.184,5.184,5.144,5.144,3.2119999999999997
2012-02-14 08:00:00,5.3975,5.3975,5.3825,5.3825,13.1392053975
2012-02-14 12:00:00,5.325333333333333,5.325333333333333,5.325333333333333,5.325333333333333,2.5345439686666666
2012-02-14 16:00:00,4.82,4.825,4.82,4.825,2.057188501666667
2012-02-14 20:00:00,4.89,4.89,4.89,4.89,4.50682215
2012-02-15 12:00:00,4.946923076923077,4.946923076923077,4.946923076923077,4.946923076923077,3.835974489230769
2012-02-15 16:00:00,4.941666666666667,4.941666666666667,4.941666666666667,4.941666666666667,2.9869161650000002
2012-02-16 00:00:00,4.385555555555555,4.385555555555555,4.368888888888889,4.368888888888889,2.8744444444444444
2012-02-16 04:00:00,4.7,4.7,4.7,4.7,0.24
2012-02-16 08:00:00,4.61,4.61,4.59,4.59,4.8289452299999995
2012-02-16 12:00:00,4.623333333333333,4.623333333333333,4.623333333333333,4.623333333333333,1.8221839066666667
2012-02-16 16:00:00,4.666428571428571,4.666428571428571,4.660000000000001,4.660000000000001,3.467846437857143
2012-02-16 20:00:00,4.74,4.74,4.74,4.74,5.5
2012-02-17 00:00:00,4.62,4.623333333333333,4.62,4.623333333333333,6.359999999999999
2012-02-17 04:00:00,4.756666666666667,4.756666666666667,4.756666666666667,4.756666666666667,1.9966666666666668
2012-02-17 08:00:00,4.736666666666667,4.736666666666667,4.716666666666667,4.716666666666667,1.5070146133333333
2012-02-17 12:00:00,4.671666666666667,4.675833333333333,4.661666666666666,4.6658333333333335,11.3723989975
2012-02-17 16:00:00,4.6850000000000005,4.6850000000000005,4.6850000000000005,4.6850000000000005,10.075923185
2012-02-17 20:00:00,4.695,4.695,4.695,4.695,1.74635593
2012-02-18 00:00:00,4.48,4.48,4.474444444444445,4.474444444444445,7.222857233333333
2012-02-18 04:00:00,4.45,4.45,4.45,4.45,70.07301238
2012-02-18 08:00:00,4.488333333333333,4.488333333333333,4.488333333333333,4.488333333333333,11.725616631666666
2012-02-18 12:00:00,4.32,4.32,4.3100000000000005,4.3100000000000005,2.9338041
2012-02-18 16:00:00,4.2275,4.2275,4.2275,4.2275,7.32220106
2012-02-18 20:00:00,4.23,4.23,4.23,4.23,5.0
2012-02-19 00:00:00,4.32,4.32,4.32,4.32,21.033386085
2012-02-19 08:00:00,4.33,4.33,4.33,4.33,3.55
2012-02-19 16:00:00,4.38,4.38,4.38,4.38,5.0
2012-02-20 08:00:00,4.6866666666666665,4.6866666666666665,4.6866666666666665,4.6866666666666665,5.8475211400000005
2012-02-20 12:00:00,4.585,4.66,4.585,4.66,27.778634
2012-02-20 16:00:00,4.572,4.572,4.568,4.568,11.696307470666666
2012-02-20 20:00:00,4.481428571428571,4.481428571428571,4.4799999999999995,4.4799999999999995,9.556401447142857
2012-02-21 00:00:00,4.44,4.44,4.44,4.44,0.5
2012-02-21 04:00:00,4.525,4.525,4.525,4.525,3.53
2012-02-21 08:00:00,4.443,4.443,4.431,4.431,14.704475771
2012-02-21 12:00:00,4.482,4.482,4.482,4.482,16.123601196
2012-02-21 16:00:00,4.501428571428572,4.501428571428572,4.5,4.5,14.597475692857143
2012-02-21 20:00:00,4.512499999999999,4.512499999999999,4.512499999999999,4.512499999999999,2.917765485
2012-02-22 00:00:00,4.523333333333333,4.523333333333333,4.52,4.52,4.696154863333334
2012-02-22 08:00:00,4.57,4.57,4.57,4.57,16.54704595
2012-02-22 12:00:00,4.536666666666666,4.536666666666666,4.536666666666666,4.536666666666666,5.523211336666667
2012-02-22 20:00:00,4.576666666666667,4.576666666666667,4.576666666666667,4.576666666666667,5.00555594
2012-02-23 00:00:00,4.52,4.52,4.51,4.51,15.9
2012-02-23 04:00:00,4.625625,4.626875,4.625625,4.626875,11.578069149375
2012-02-23 08:00:00,4.7275,4.7275,4.7275,4.7275,38.448718485
2012-02-23 12:00:00,4.975,4.975,4.975,4.975,1.6535
2012-02-23 20:00:00,5.043333333333333,5.05,5.043333333333333,5.05,21.337423423333334
2012-02-24 00:00:00,5.19,5.19,5.189166666666667,5.19,20.096790705
2012-02-24 04:00:00,5.12,5.12,5.02,5.02,8.09454065
2012-02-24 08:00:00,5.2,5.2,5.2,5.2,2.90887559
2012-02-24 12:00:00,5.154,5.154,5.154,5.154,4.04466926
2012-02-24 20:00:00,5.113333333333333,5.113333333333333,5.113333333333333,5.113333333333333,2.12345176
2012-02-25 08:00:00,5.11,5.11,5.11,5.11,7.84931506
2012-02-25 12:00:00,5.0525,5.0525,5.04,5.04,14.040264187500002
2012-02-25 16:00:00,5.0,5.0,5.0,5.0,27.898514849999998
2012-02-26 08:00:00,4.936,4.936,4.934,4.934,5.84
2012-02-26 20:00:00,5.005000000000001,5.005000000000001,5.005000000000001,5.005000000000001,5.85
2012-02-27 04:00:00,4.97,4.97,4.97,4.97,1.601
2012-02-27 12:00:00,5.056153846153847,5.056153846153847,5.056153846153847,5.056153846153847,10.47270436076923
2012-02-27 16:00:00,5.055454545454546,5.055454545454546,5.05,5.05,14.664196129090909
2012-02-27 20:00:00,5.04,5.04,5.04,5.04,10.0
2012-02-28 00:00:00,5.09,5.09,5.09,5.09,69.0
2012-02-28 04:00:00,5.04,5.04,5.04,5.04,0.21
2012-02-28 08:00:00,5.098,5.098,5.098,5.098,24.869488038
2012-02-28 12:00:00,5.0375,5.0375,5.0375,5.0375,2.8890513825
2012-02-28 16:00:00,4.923333333333334,4.924444444444444,4.921111111111111,4.922222222222222,15.909847747777778
2012-02-28 20:00:00,4.9625,4.9625,4.96125,4.96125,11.4923889525
2012-02-29 00:00:00,4.97,4.97,4.97,4.97,2.00201207
2012-02-29 12:00:00,4.933,4.933,4.929,4.929,16.916713532
2012-02-29 16:00:00,4.9575,4.9575,4.9575,4.9575,7.33473486
2012-02-29 20:00:00,4.99,4.99,4.99,4.99,13.376586506666667
2012-03-01 00:00:00,5.003333333333333,5.003333333333333,5.003333333333333,5.003333333333333,4.313215108333334
2012-03-01 08:00:00,4.944000000000001,4.944000000000001,4.936,4.936,7.044480179999999
2012-03-01 12:00:00,5.019230769230769,5.019230769230769,5.019230769230769,5.019230769230769,10.670642404615386
2012-03-01 16:00:00,5.03,5.03,5.03,5.03,1.4990059649999998
2012-03-01 20:00:00,5.015,5.015,5.015,5.015,15.5012211125
2012-03-02 00:00:00,5.0,5.0,5.0,5.0,13.970321
2012-03-02 04:00:00,4.776666666666667,4.776666666666667,4.7555555555555555,4.7555555555555555,14.916666666666666
2012-03-02 08:00:00,4.779999999999999,4.779999999999999,4.779999999999999,4.779999999999999,21.0036892
2012-03-02 12:00:00,4.755,4.755,4.725,4.725,10.75790021
2012-03-02 16:00:00,4.795,4.795,4.795,4.795,3.097077245
2012-03-03 00:00:00,4.875,4.875,4.875,4.875,4.664599535
2012-03-03 08:00:00,4.8,4.8,4.74,4.74,18.0
2012-03-03 12:00:00,4.6425,4.6425,4.6425,4.6425,22.31497925
2012-03-04 12:00:00,4.785,4.785,4.785,4.785,13.320853824999999
2012-03-04 16:00:00,4.81,4.81,4.81,4.81,30.1625
2012-03-05 00:00:00,4.91,4.91,4.91,4.91,7.00217539
2012-03-05 04:00:00,4.86,4.86,4.86,4.86,4.678
2012-03-05 08:00:00,4.844285714285713,4.844285714285713,4.8428571428571425,4.8428571428571425,10.074453565714284
2012-03-05 12:00:00,4.9363636363636365,4.9363636363636365,4.934545454545455,4.934545454545455,14.259632619999998
2012-03-05 16:00:00,4.9816666666666665,4.9816666666666665,4.9816666666666665,4.9816666666666665,13.520477493333333
2012-03-05 20:00:00,5.0200000000000005,5.0200000000000005,5.0200000000000005,5.0200000000000005,10.883134832857142
2012-03-06 00:00:00,5.04,5.042,5.04,5.042,20.13718148
2012-03-06 04:00:00,4.985,4.985,4.985,4.985,2.058333333333333
2012-03-06 12:00:00,5.005,5.005,5.0,5.0,6.5
2012-03-06 16:00:00,5.01,5.01,5.01,5.01,3.1881721499999998
2012-03-06 20:00:00,4.996363636363636,4.997272727272727,4.996363636363636,4.997272727272727,23.502295801818182
2012-03-07 08:00:00,5.071428571428571,5.073571428571428,5.071428571428571,5.073571428571428,15.828863769285714
2012-03-07 12:00:00,5.0775,5.0775,5.0775,5.0775,18.93713163
2012-03-07 16:00:00,5.068333333333333,5.068333333333333,5.056666666666667,5.056666666666667,8.585144411666667
2012-03-07 20:00:00,5.022,5.022,5.014,5.014,4.925771838
2012-03-08 00:00:00,4.94,4.94,4.92,4.92,21.07285387
2012-03-08 04:00:00,4.905,4.905,4.905,4.905,8.8375
2012-03-08 08:00:00,4.973333333333334,4.973333333333334,4.973333333333334,4.973333333333334,8.259400823333333
2012-03-08 12:00:00,4.944,4.946,4.944,4.946,22.193713176
2012-03-08 16:00:00,5.0,5.0,5.0,5.0,91.44278917
2012-03-08 20:00:00,5.045,5.045,5.045,5.045,8.962535260000001
2012-03-09 04:00:00,5.01,5.01,4.97,4.97,6.9
2012-03-09 08:00:00,5.045,5.045,5.045,5.045,51.52346328
2012-03-09 12:00:00,5.014,5.014,5.014,5.014,10.771582706
2012-03-09 16:00:00,5.026666666666666,5.026666666666666,5.023333333333333,5.026666666666666,35.528213083333334
2012-03-09 20:00:00,5.01,5.01,4.93,4.93,7.2
2012-03-10 08:00:00,4.886666666666667,4.886666666666667,4.87,4.87,11.71379909
2012-03-10 12:00:00,4.85,4.85,4.85,4.85,38.34926149
2012-03-10 16:00:00,4.9775,4.9775,4.9775,4.9775,0.5522520025000001
2012-03-11 00:00:00,4.94,4.94,4.94,4.94,1.78
2012-03-11 12:00:00,4.84,4.84,4.84,4.84,14.55252609
2012-03-11 16:00:00,5.0,5.0,5.0,5.0,8.35
2012-03-12 12:00:00,4.895,4.895,4.895,4.895,7.303643725
2012-03-12 16:00:00,4.97,4.97,4.97,4.97,15.007696013333332
2012-03-12 20:00:00,4.99,4.99,4.99,4.99,2.05410822
2012-03-13 12:00:00,5.009310344827586,5.009655172413793,5.002758620689655,5.0037931034482765,20.295298020344827
2012-03-13 16:00:00,5.2325,5.245,5.2325,5.245,15.7847395375
2012-03-13 20:00:00,5.273333333333333,5.276666666666666,5.273333333333333,5.276666666666666,6.604128056666667
2012-03-14 04:00:00,5.32,5.325,5.32,5.325,17.837581565
2012-03-14 08:00:00,5.3725,5.3774999999999995,5.3725,5.3774999999999995,59.941052461249996
2012-03-14 12:00:00,5.416666666666667,5.418333333333333,5.416666666666667,5.418333333333333,11.3155718
2012-03-14 16:00:00,5.36625,5.36625,5.36625,5.36625,66.54719669125
2012-03-14 20:00:00,5.345,5.345,5.324999999999999,5.324999999999999,7.134344765
2012-03-15 04:00:00,5.27,5.27,5.27,5.27,25.0
2012-03-15 08:00:00,5.318,5.318,5.318,5.318,11.693388582
2012-03-15 12:00:00,5.37,5.37,5.3,5.3,55.1
2012-03-15 16:00:00,5.352857142857142,5.352857142857142,5.352857142857142,5.352857142857142,64.34122881857142
2012-03-15 20:00:00,5.385,5.385,5.385,5.385,22.106152414999997
2012-03-16 04:00:00,5.3,5.3,5.3,5.3,9.99399308
2012-03-16 08:00:00,5.28,5.28,5.28,5.28,26.46
2012-03-16 12:00:00,5.27,5.27,5.27,5.27,3.0
2012-03-16 16:00:00,5.3566666666666665,5.3566666666666665,5.3566666666666665,5.3566666666666665,25.747085793333337
2012-03-16 20:00:00,5.3585714285714285,5.3585714285714285,5.3585714285714285,5.3585714285714285,5.8575276899999995
2012-03-17 08:00:00,5.397142857142858,5.397142857142858,5.397142857142858,5.397142857142858,19.58311652714286
2012-03-17 16:00:00,5.42,5.42,5.42,5.42,3.3957564600000003
2012-03-18 08:00:00,5.388333333333333,5.388333333333333,5.388333333333333,5.388333333333333,30.09598078166667
2012-03-18 12:00:00,5.326,5.326,5.324,5.324,11.646326883
2012-03-18 16:00:00,5.2700000000000005,5.2700000000000005,5.2700000000000005,5.2700000000000005,11.8
2012-03-18 20:00:00,5.292857142857143,5.305714285714286,5.292857142857143,5.305714285714286,4.717766807142858
2012-03-19 04:00:00,5.24,5.24,5.24,5.24,26.4
2012-03-19 08:00:00,5.24,5.24,5.24,5.24,9.5
2012-03-19 12:00:00,5.221666666666667,5.221666666666667,5.215,5.215,11.891666666666666
2012-03-19 16:00:00,5.165555555555556,5.165555555555556,5.15,5.15,13.039807643333333
2012-03-19 20:00:00,4.981428571428571,4.981428571428571,4.972857142857143,4.972857142857143,23.655069708571432
2012-03-20 00:00:00,4.85,4.85,4.825,4.825,13.9743643
2012-03-20 04:00:00,4.91,4.92,4.91,4.92,5.96460798
2012-03-20 08:00:00,4.926923076923076,4.926923076923076,4.926153846153846,4.926153846153846,7.610230453846155
2012-03-20 12:00:00,4.97,4.97,4.97,4.97,23.77062374
2012-03-20 16:00:00,4.865,4.865,4.8575,4.8575,19.4820842775
2012-03-20 20:00:00,4.8999999999999995,4.8999999999999995,4.8999999999999995,4.8999999999999995,15.479999999999999
2012-03-21 12:00:00,4.9366666666666665,4.9366666666666665,4.9366666666666665,4.9366666666666665,3.10954301
2012-03-22 00:00:00,4.835,4.835,4.835,4.835,12.5
2012-03-22 08:00:00,4.896666666666667,4.896666666666667,4.896666666666667,4.896666666666667,17.69299595
2012-03-22 12:00:00,4.93125,4.9325,4.92875,4.930000000000001,21.100274123749998
2012-03-22 16:00:00,4.8,4.8,4.8,4.8,10.0
2012-03-22 20:00:00,4.844285714285713,4.844285714285713,4.838571428571428,4.838571428571428,15.788638401428571
2012-03-23 00:00:00,4.91,4.91,4.91,4.91,4.00934505
2012-03-23 08:00:00,4.73,4.73,4.73,4.73,3.10272394
2012-03-23 12:00:00,4.683333333333334,4.683333333333334,4.6433333333333335,4.6433333333333335,118.47102342333334
2012-03-23 16:00:00,4.8575,4.859999999999999,4.8325,4.8325,8.6535976575
2012-03-24 12:00:00,4.72,4.72,4.72,4.72,0.4
2012-03-24 16:00:00,4.72,4.72,4.72,4.72,0.3
2012-03-24 20:00:00,4.673333333333333,4.673333333333333,4.673333333333333,4.673333333333333,8.333333333333334
2012-03-25 00:00:00,4.83,4.83,4.83,4.83,82.91925466000001
2012-03-25 04:00:00,4.61,4.61,4.61,4.61,1.3
2012-03-25 12:00:00,4.65,4.65,4.65,4.65,3.54339298
2012-03-26 04:00:00,4.574999999999999,4.58,4.574999999999999,4.58,7.244937785
2012-03-26 08:00:00,4.66,4.66,4.66,4.66,1.0
2012-03-26 16:00:00,4.585,4.585,4.585,4.585,5.2927271183333335
2012-03-26 20:00:00,4.726666666666667,4.726666666666667,4.726666666666667,4.726666666666667,0.90948204
2012-03-27 00:00:00,4.635,4.635,4.635,4.635,12.65
2012-03-27 04:00:00,4.6,4.6,4.6,4.6,1.6
2012-03-27 08:00:00,4.705,4.705,4.705,4.705,3.428298245
2012-03-27 12:00:00,4.749090909090909,4.749090909090909,4.749090909090909,4.749090909090909,9.76548772
2012-03-27 16:00:00,4.83,4.83,4.83,4.83,7.442764454285714
2012-03-27 20:00:00,4.756,4.758,4.756,4.758,2.383557088
2012-03-28 00:00:00,4.795,4.795,4.779999999999999,4.779999999999999,50.0
2012-03-28 08:00:00,4.795,4.795,4.793333333333333,4.793333333333333,6.3066666666666675
2012-03-28 12:00:00,4.914722222222222,4.92,4.914722222222222,4.92,7.665501704444444
2012-03-28 16:00:00,4.87,4.87,4.87,4.87,1.1758503366666666
2012-03-29 00:00:00,4.8933333333333335,4.8933333333333335,4.8933333333333335,4.8933333333333335,2.9919540233333333
