date,open,high,low,close,volume,log_open,log_high,log_low,log_close
2015-10-11 12:00:00,246.3,246.3,246.3,246.3,0.0,5.506550305126492,5.506550305126492,5.506550305126492,5.506550305126492
2015-10-11 16:00:00,246.3,248.24,245.96,248.24,2.64120713775,5.506550305126492,5.514396020140125,5.505168921085269,5.514396020140125
2015-10-11 20:00:00,248.24,249.5,247.77,249.5,0.9604889029999999,5.514396020140125,5.519458915191573,5.512500896490735,5.519458915191573
2015-10-12 00:00:00,249.5,249.5,248.98,248.98,2.085076605,5.519458915191573,5.519458915191573,5.51737257195364,5.51737257195364
2015-10-12 04:00:00,248.98,248.98,248.71,248.71,0.0575,5.51737257195364,5.51737257195364,5.516287559088249,5.516287559088249
2015-10-12 08:00:00,248.71,248.71,247.72,247.72,2.7650683775,5.516287559088249,5.516287559088249,5.51229907606986,5.51229907606986
2015-10-12 12:00:00,247.72,247.9,247.62,247.62,7.742000000000001,5.51229907606986,5.513025439041145,5.511895312992546,5.511895312992546
2015-10-12 16:00:00,247.62,247.91,247.6,247.6,1.652225,5.511895312992546,5.513065777073864,5.511814540810441,5.511814540810441
2015-10-12 20:00:00,247.6,247.61,247.6,247.6,1.395,5.511814540810441,5.511854927717011,5.511814540810441,5.511814540810441
2015-10-13 00:00:00,247.6,247.6,245.75,245.75,4.15014227275,5.511814540810441,5.511814540810441,5.504314759027276,5.504314759027276
2015-10-13 04:00:00,245.75,248.0,245.75,248.0,4.585590775,5.504314759027276,5.5134287461649825,5.504314759027276,5.5134287461649825
2015-10-13 08:00:00,248.0,252.87,248.0,252.87,7.643942754999999,5.5134287461649825,5.5328755226775,5.5134287461649825,5.5328755226775
2015-10-13 12:00:00,252.87,252.87,250.8,250.8,6.16673051675,5.5328755226775,5.5328755226775,5.524655808758766,5.524655808758766
2015-10-13 16:00:00,250.8,250.8,249.92,250.35,2.0976728697500002,5.524655808758766,5.524655808758766,5.521140866651321,5.522859938775953
2015-10-13 20:00:00,250.35,250.42,250.0,250.42,4.2123599105,5.522859938775953,5.523139508240802,5.521460917862246,5.523139508240802
2015-10-14 00:00:00,250.42,251.08,250.42,251.0,13.965352212500001,5.523139508240802,5.525771613449331,5.523139508240802,5.5254529391317835
2015-10-14 04:00:00,251.0,251.0,250.7,251.0,12.44949344,5.5254529391317835,5.5254529391317835,5.524257005164247,5.5254529391317835
2015-10-14 08:00:00,251.0,251.86,251.0,251.15,8.686491949999999,5.5254529391317835,5.528873377577701,5.5254529391317835,5.526050370196054
2015-10-14 12:00:00,251.15,253.0,251.15,253.0,2.049007475,5.526050370196054,5.53338948872752,5.526050370196054,5.53338948872752
2015-10-14 16:00:00,253.0,254.75,253.0,253.92,9.32672762,5.53338948872752,5.540282672102834,5.53338948872752,5.537019256778099
2015-10-14 20:00:00,253.92,254.19,253.0,253.0,6.412117796,5.537019256778099,5.538082018878482,5.53338948872752,5.53338948872752
2015-10-15 00:00:00,253.0,256.15,253.0,254.59,7.21417886,5.53338948872752,5.5457632103852115,5.53338948872752,5.539654408054211
2015-10-15 04:00:00,254.59,255.9,254.59,255.9,0.0125,5.539654408054211,5.544786743165743,5.539654408054211,5.544786743165743
2015-10-15 08:00:00,255.9,255.9,253.0,255.47,5.795289455,5.544786743165743,5.544786743165743,5.53338948872752,5.543104985920118
2015-10-15 12:00:00,255.47,257.0,253.6,255.31,7.5723203882500005,5.543104985920118,5.54907608489522,5.535758222563071,5.542478493084716
2015-10-15 16:00:00,255.31,258.98,255.0,258.86,38.6853872375,5.542478493084716,5.556750838640694,5.541263545158426,5.556287375014292
2015-10-15 20:00:00,258.86,258.98,254.31,255.31,36.8140618445,5.556287375014292,5.556750838640694,5.5385539952884235,5.542478493084716
2015-10-16 00:00:00,255.31,257.19,254.84,257.19,13.8609234705,5.542478493084716,5.549815111358774,5.540635897248287,5.549815111358774
2015-10-16 04:00:00,257.19,259.0,255.9,256.21,11.56663931075,5.549815111358774,5.556828061699537,5.544786743165743,5.54599742070715
2015-10-16 08:00:00,256.21,260.53,256.21,259.2,4.59998305025,5.54599742070715,5.562718017710448,5.54599742070715,5.557599964478119
2015-10-16 12:00:00,259.2,269.99,259.2,265.42,31.24685082325,5.557599964478119,5.59838492127545,5.557599964478119,5.581313477009103
2015-10-16 16:00:00,265.42,278.0,263.46,265.7,43.54234532975,5.581313477009103,5.627621113690637,5.573901553801681,5.582367852765768
2015-10-16 20:00:00,265.7,269.99,262.89,264.0,33.524509936499996,5.582367852765768,5.59838492127545,5.571735693735869,5.575949103146316
2015-10-17 00:00:00,264.0,285.0,263.75,270.0,13.5520357465,5.575949103146316,5.652489180268651,5.575001684790276,5.598421958998375
2015-10-17 04:00:00,270.0,274.98,269.87,269.87,21.82036798975,5.598421958998375,5.616698367749088,5.597940361567465,5.597940361567465
2015-10-17 08:00:00,269.87,274.19,267.81,274.19,1.12517,5.597940361567465,5.613821296733053,5.5902777738593805,5.613821296733053
2015-10-17 12:00:00,274.19,274.89,271.68,273.5,14.00199341625,5.613821296733053,5.616371017645232,5.604624903122983,5.611301621862036
2015-10-17 16:00:00,273.5,274.25,268.0,268.0,5.655153092500001,5.611301621862036,5.614040099155339,5.5909869805108565,5.5909869805108565
2015-10-17 20:00:00,268.0,272.47,267.71,272.47,2.362742495,5.5909869805108565,5.607528516299639,5.589904305077029,5.607528516299639
2015-10-18 00:00:00,272.47,274.89,269.26,269.26,6.09740024375,5.607528516299639,5.616371017645232,5.595677455551089,5.595677455551089
2015-10-18 04:00:00,269.26,274.89,269.26,274.45,0.47655619699999996,5.595677455551089,5.616371017645232,5.595677455551089,5.614769094995898
2015-10-18 08:00:00,274.45,274.66,268.01,272.44,0.2236749375,5.614769094995898,5.6155339691021355,5.591024293247564,5.607418406373117
2015-10-18 12:00:00,272.44,272.44,268.5,268.75,0.6381721425,5.607418406373117,5.607418406373117,5.5928509139489195,5.593781579441872
2015-10-18 16:00:00,268.75,268.75,264.01,264.02,4.681723145,5.593781579441872,5.593781579441872,5.575986981216812,5.576024857852613
2015-10-18 20:00:00,264.02,268.46,264.02,268.46,0.092891514,5.576024857852613,5.5927019270594895,5.576024857852613,5.5927019270594895
2015-10-19 00:00:00,268.46,269.99,268.46,269.99,0.125,5.5927019270594895,5.59838492127545,5.5927019270594895,5.59838492127545
2015-10-19 04:00:00,269.99,269.99,269.99,269.99,0.0,5.59838492127545,5.59838492127545,5.59838492127545,5.59838492127545
2015-10-19 08:00:00,269.99,269.99,269.99,269.99,0.0,5.59838492127545,5.59838492127545,5.59838492127545,5.59838492127545
2015-10-19 12:00:00,269.99,274.38,265.0,268.5,16.638276152499998,5.59838492127545,5.614514006898019,5.579729825986222,5.5928509139489195
2015-10-19 16:00:00,268.5,274.77,268.5,272.5,13.67956681525,5.5928509139489195,5.615934384083006,5.5928509139489195,5.607638614103299
2015-10-19 20:00:00,272.5,273.87,265.05,266.33,13.473109524249999,5.607638614103299,5.612653541245099,5.579918487433815,5.584736141375288
2015-10-20 00:00:00,266.33,273.87,266.33,273.87,18.6967607925,5.584736141375288,5.612653541245099,5.584736141375288,5.612653541245099
2015-10-20 04:00:00,273.87,273.87,266.89,266.89,7.704933650000001,5.612653541245099,5.612653541245099,5.586836588492379,5.586836588492379
2015-10-20 08:00:00,266.89,273.87,266.89,273.87,0.6029500000000001,5.586836588492379,5.612653541245099,5.586836588492379,5.612653541245099
2015-10-20 12:00:00,273.87,275.99,268.76,275.99,2.0985,5.612653541245099,5.620364633176702,5.593818788051949,5.620364633176702
2015-10-20 16:00:00,275.99,275.99,270.0,274.0,3.1918165325,5.620364633176702,5.620364633176702,5.598421958998375,5.6131281063880705
2015-10-20 20:00:00,274.0,275.0,272.0,272.0,8.12239641,5.6131281063880705,5.616771097666572,5.605802066295998,5.605802066295998
2015-10-21 00:00:00,272.0,272.5,272.0,272.5,0.9445004175,5.605802066295998,5.607638614103299,5.605802066295998,5.607638614103299
2015-10-21 04:00:00,272.5,272.75,272.47,272.47,4.6001291575,5.607638614103299,5.60855562471318,5.607528516299639,5.607528516299639
2015-10-21 08:00:00,272.47,272.7,269.5,272.0,11.3606467975,5.607528516299639,5.608372289851543,5.596568390349052,5.605802066295998
2015-10-21 12:00:00,272.0,272.1,271.5,271.5,25.32322914,5.605802066295998,5.6061696457892,5.60396213937399,5.60396213937399
2015-10-21 16:00:00,271.5,271.6,271.0,271.25,8.205989862500001,5.60396213937399,5.604330395684541,5.602118820879701,5.603040904854669
2015-10-21 20:00:00,271.25,272.0,271.25,272.0,43.555576030000005,5.603040904854669,5.605802066295998,5.603040904854669,5.605802066295998
2015-10-22 00:00:00,272.0,272.0,271.23,271.5,5.0099304775,5.605802066295998,5.605802066295998,5.602967169417385,5.60396213937399
2015-10-22 04:00:00,271.5,271.7,271.5,271.7,12.4908195225,5.60396213937399,5.604698516432302,5.60396213937399,5.604698516432302
2015-10-22 08:00:00,271.7,279.98,271.7,279.98,17.328074275,5.604698516432302,5.6347181720466795,5.604698516432302,5.6347181720466795
2015-10-22 12:00:00,279.98,279.98,278.66,278.7,54.745575037500004,5.6347181720466795,5.6347181720466795,5.629992400685445,5.630135934487902
2015-10-22 16:00:00,278.7,278.7,276.55,276.74,21.4456187225,5.630135934487902,5.630135934487902,5.622391636440687,5.623078437241238
2015-10-22 20:00:00,276.74,276.92,276.74,276.92,32.7525452255,5.623078437241238,5.623728655809825,5.623078437241238,5.623728655809825
2015-10-23 00:00:00,276.92,278.33,276.92,278.25,18.700023703,5.623728655809825,5.628807460063128,5.623728655809825,5.628519990155654
2015-10-23 04:00:00,278.25,279.89,276.89,279.88,33.2744201625,5.628519990155654,5.634396668837808,5.623620315404164,5.634360939877696
2015-10-23 08:00:00,279.88,283.95,279.87,279.87,10.4031882575,5.634360939877696,5.6487981663234414,5.63432520964098,5.63432520964098
2015-10-23 12:00:00,279.87,281.0,279.86,280.91,46.987322455,5.63432520964098,5.638354669333745,5.634289478127568,5.638034333334139
2015-10-23 16:00:00,280.91,280.91,280.51,280.89,21.1837190575,5.638034333334139,5.638034333334139,5.636609374951169,5.637963133618907
2015-10-23 20:00:00,280.89,280.89,280.19,280.25,28.0745296975,5.637963133618907,5.637963133618907,5.635467944472328,5.635682061952269
2015-10-24 00:00:00,280.25,281.78,280.22,281.78,47.2491549775,5.635682061952269,5.64112662462513,5.635575008943086,5.64112662462513
2015-10-24 04:00:00,281.78,281.78,280.97,280.97,7.41648206175,5.64112662462513,5.64112662462513,5.638247902068488,5.638247902068488
2015-10-24 08:00:00,280.97,281.38,280.97,281.38,0.10092758,5.638247902068488,5.639706068949067,5.638247902068488,5.639706068949067
2015-10-24 12:00:00,281.38,283.42,281.35,283.42,26.27396848675,5.639706068949067,5.646929896396724,5.639599445879288,5.646929896396724
2015-10-24 16:00:00,283.42,283.42,281.3,281.3,1.8792649975,5.646929896396724,5.646929896396724,5.6394217154958115,5.6394217154958115
2015-10-24 20:00:00,281.3,285.0,281.14,285.0,15.476323103,5.6394217154958115,5.652489180268651,5.63885276590362,5.652489180268651
2015-10-25 00:00:00,285.0,290.0,285.0,290.0,1.7188802485,5.652489180268651,5.66988092298052,5.652489180268651,5.66988092298052
2015-10-25 04:00:00,290.0,294.46,287.33,294.1,8.658885384000001,5.66988092298052,5.685143170437263,5.660631381000218,5.68391984555995
2015-10-25 08:00:00,294.1,294.1,294.1,294.1,0.0,5.68391984555995,5.68391984555995,5.68391984555995,5.68391984555995
2015-10-25 12:00:00,294.1,296.83,293.87,296.0,2.47311237875,5.68391984555995,5.693159584352287,5.683137492678913,5.69035945432406
2015-10-25 16:00:00,296.0,297.0,294.59,294.59,1.7449548127499999,5.69035945432406,5.6937321388027,5.685584559121112,5.685584559121112
2015-10-25 20:00:00,294.59,294.59,285.01,285.01,3.25363709775,5.685584559121112,5.685584559121112,5.652524267372389,5.652524267372389
2015-10-26 00:00:00,285.01,289.03,284.98,285.0,18.85876016,5.652524267372389,5.666530488953312,5.652419002367643,5.652489180268651
2015-10-26 04:00:00,285.0,285.07,283.99,283.99,6.37875,5.652489180268651,5.652734764145549,5.648939026273669,5.648939026273669
2015-10-26 08:00:00,283.99,286.19,283.99,286.19,0.008735455,5.648939026273669,5.656655925910935,5.648939026273669,5.656655925910935
2015-10-26 12:00:00,286.19,288.89,284.55,288.89,18.762078755,5.656655925910935,5.666045992819804,5.650908985049133,5.666045992819804
2015-10-26 16:00:00,288.89,296.99,286.0,286.0,25.623698710249997,5.666045992819804,5.693698468202181,5.655991810819852,5.655991810819852
2015-10-26 20:00:00,286.0,288.91,286.0,288.54,15.273827258499999,5.655991810819852,5.666115220926443,5.655991810819852,5.664833724517626
2015-10-27 00:00:00,288.54,292.75,288.54,291.69,54.0228576615,5.664833724517626,5.679319002477826,5.664833724517626,5.675691594489676
2015-10-27 04:00:00,291.69,291.69,288.53,290.33,20.3426999975,5.675691594489676,5.675691594489676,5.664799066677153,5.671018207062228
2015-10-27 08:00:00,290.33,291.7,290.33,291.7,3.02217674,5.671018207062228,5.675725876873676,5.671018207062228,5.675725876873676
2015-10-27 12:00:00,291.7,294.99,291.7,294.0,13.13377592,5.675725876873676,5.686941457460175,5.675725876873676,5.683579767338681
2015-10-27 16:00:00,294.0,295.0,294.0,295.0,22.934071705,5.683579767338681,5.68697535633982,5.683579767338681,5.68697535633982
2015-10-27 20:00:00,295.0,299.0,294.99,298.22,59.646122615,5.68697535633982,5.700443573390687,5.686941457460175,5.697831469162762
2015-10-28 00:00:00,298.22,298.38,298.2,298.38,43.481353863,5.697831469162762,5.698367841954703,5.697764402330638,5.698367841954703
2015-10-28 04:00:00,298.38,309.0,298.38,301.29,71.10263965,5.698367841954703,5.733341276897746,5.698367841954703,5.708073256073358
2015-10-28 08:00:00,301.29,303.85,301.29,303.75,23.6911667595,5.708073256073358,5.716534158581364,5.708073256073358,5.716204994654758
2015-10-28 12:00:00,303.75,308.5,303.75,308.5,13.26953589025,5.716204994654758,5.731721843345443,5.716204994654758,5.731721843345443
2015-10-28 16:00:00,308.5,308.5,299.14,299.2,75.27605283,5.731721843345443,5.731721843345443,5.70091169123118,5.7011122461003225
2015-10-28 20:00:00,299.2,307.1,299.2,307.1,78.90462801749999,5.7011122461003225,5.727173427446777,5.7011122461003225,5.727173427446777
2015-10-29 00:00:00,307.1,307.1,305.14,306.99,38.8903744925,5.727173427446777,5.727173427446777,5.720770687685056,5.726815173766774
2015-10-29 04:00:00,306.99,307.35,306.99,307.35,108.5919304175,5.726815173766774,5.727987163353019,5.726815173766774,5.727987163353019
2015-10-29 08:00:00,307.35,312.07,307.35,312.07,12.8630604705,5.727987163353019,5.74322752161913,5.727987163353019,5.74322752161913
2015-10-29 12:00:00,312.07,320.01,307.79,320.01,68.78754129025,5.74322752161913,5.768352245305501,5.729417732248032,5.768352245305501
2015-10-29 16:00:00,320.01,320.01,261.51,314.06,156.062839725,5.768352245305501,5.768352245305501,5.566472523691594,5.749584050456808
2015-10-29 20:00:00,314.06,314.89,314.06,314.89,45.66495,5.749584050456808,5.752223371489691,5.749584050456808,5.752223371489691
2015-10-30 00:00:00,314.89,329.94,314.89,329.93,153.41046522,5.752223371489691,5.798910819747778,5.752223371489691,5.7988805107475185
2015-10-30 04:00:00,329.93,374.0,329.92,343.0,43.071088495,5.7988805107475185,5.924255797414532,5.798850200828595,5.8377304471659395
2015-10-30 08:00:00,343.0,343.0,332.9,332.9,60.2672207975,5.8377304471659395,5.8377304471659395,5.807842144580979,5.807842144580979
2015-10-30 12:00:00,332.9,332.9,317.86,325.28,54.135674910000006,5.807842144580979,5.807842144580979,5.7616110342686735,5.784686349880037
2015-10-30 16:00:00,325.28,334.17,325.28,330.35,159.64269563749997,5.784686349880037,5.811649845525208,5.784686349880037,5.800152698475895
2015-10-30 20:00:00,330.35,330.36,321.8,330.36,49.12826238,5.800152698475895,5.800182968942516,5.773930234558283,5.800182968942516
2015-10-31 00:00:00,330.36,336.69,327.87,334.89,26.722866234999998,5.800182968942516,5.819162625696274,5.792617188356692,5.813802119694751
2015-10-31 04:00:00,334.89,334.89,325.89,332.73,0.28904241725,5.813802119694751,5.813802119694751,5.786559901113769,5.80733135028476
2015-10-31 08:00:00,332.73,332.73,327.64,327.64,0.0062797575,5.80733135028476,5.80733135028476,5.791915444647401,5.791915444647401
2015-10-31 12:00:00,327.64,327.68,317.52,317.52,2.718681265,5.791915444647401,5.792037522411088,5.7605408084748095,5.7605408084748095
2015-10-31 16:00:00,317.52,322.86,310.0,314.0,4.84660185975,5.7605408084748095,5.777218792729383,5.736572297479192,5.749392985908253
2015-10-31 20:00:00,314.0,316.32,309.15,315.0,13.669904029999998,5.749392985908253,5.756754359422307,5.733826596004578,5.752572638825633
2015-11-01 00:00:00,315.0,319.8,315.0,315.14,37.69102775,5.752572638825633,5.767695800399854,5.752572638825633,5.753016984533899
2015-11-01 04:00:00,315.14,322.67,315.14,322.67,16.991139099999998,5.753016984533899,5.776630129133619,5.753016984533899,5.776630129133619
2015-11-01 08:00:00,322.67,322.67,319.55,321.0,3.3175002350000002,5.776630129133619,5.776630129133619,5.766913756096291,5.771441123130016
2015-11-01 12:00:00,321.0,321.0,320.0,320.0,0.25,5.771441123130016,5.771441123130016,5.768320995793772,5.768320995793772
2015-11-01 16:00:00,320.0,320.0,299.76,319.27,21.1563808875,5.768320995793772,5.768320995793772,5.702982154485432,5.7660371397789225
2015-11-01 20:00:00,319.27,330.0,319.27,330.0,14.881927252499999,5.7660371397789225,5.799092654460526,5.7660371397789225,5.799092654460526
2015-11-02 00:00:00,330.0,330.0,326.1,328.0,86.032449085,5.799092654460526,5.799092654460526,5.787204082795274,5.793013608384144
2015-11-02 04:00:00,328.0,332.96,327.75,332.96,14.388293092,5.793013608384144,5.808022362645325,5.792251122643809,5.808022362645325
2015-11-02 08:00:00,332.96,338.0,332.02,338.0,10.6088290725,5.808022362645325,5.823045895483019,5.80519520806593,5.823045895483019
2015-11-02 12:00:00,338.0,342.22,336.17,336.58,92.79577569,5.823045895483019,5.835453805103825,5.817616984393407,5.818835862284927
2015-11-02 16:00:00,336.58,350.0,336.57,350.0,149.60177805,5.818835862284927,5.857933154483459,5.818806151224983,5.857933154483459
2015-11-02 20:00:00,350.0,370.0,347.01,363.0,411.2188537125,5.857933154483459,5.91350300563827,5.84935359797542,5.8944028342648505
2015-11-03 00:00:00,363.0,376.54,363.0,375.0,112.58023506749998,5.8944028342648505,5.931024283296566,5.8944028342648505,5.926926025970411
2015-11-03 04:00:00,375.0,385.25,370.23,370.67,8.30677815975,5.926926025970411,5.9538924742002255,5.9141244341332015,5.9153121789077385
2015-11-03 08:00:00,370.67,382.19,370.67,375.95,28.471960408,5.9153121789077385,5.945917867152002,5.9153121789077385,5.9294561558240355
2015-11-03 12:00:00,375.95,394.98,375.95,394.96,82.64981355500001,5.9294561558240355,5.97883513070784,5.9294561558240355,5.978784493950608
2015-11-03 16:00:00,394.96,424.62,385.05,398.85,226.56324487249998,5.978784493950608,6.051194651315749,5.953373195985259,5.988585406357139
2015-11-03 20:00:00,398.85,406.85,385.05,404.09,312.20805354999993,5.988585406357139,6.008444567142666,5.953373195985259,6.001637625428319
2015-11-04 00:00:00,404.09,441.87,404.09,439.0,43.062965739999996,6.001637625428319,6.091015721169561,6.001637625428319,6.0844994130751715
2015-11-04 04:00:00,439.0,451.53,422.0,443.94,98.99983507750001,6.0844994130751715,6.112641815832381,6.045005314036012,6.095689418165515
2015-11-04 08:00:00,443.94,477.75,436.69,477.75,18.20989476,6.095689418165515,6.169087583120382,6.079223561213986,6.169087583120382
2015-11-04 12:00:00,477.75,500.0,472.01,483.53,99.4356348025,6.169087583120382,6.214608098422191,6.157000171801804,6.181113360538282
2015-11-04 16:00:00,483.53,492.0,442.0,465.08,188.0103080925,6.181113360538282,6.198478716492308,6.091309882077698,6.142209433800407
2015-11-04 20:00:00,465.08,471.07,365.0,415.0,65.196787925,6.142209433800407,6.155006702931103,5.8998973535824915,6.028278520230698
2015-11-05 00:00:00,415.0,450.0,405.0,441.95,74.30103018,6.028278520230698,6.1092475827643655,6.003887067106539,6.091196753506957
2015-11-05 04:00:00,441.95,441.95,375.0,388.19,82.79603313,6.091196753506957,6.091196753506957,5.926926025970411,5.961494910485549
2015-11-05 08:00:00,388.19,405.0,369.73,405.0,36.949787640000004,5.961494910485549,6.003887067106539,5.912773009526202,6.003887067106539
2015-11-05 12:00:00,405.0,405.01,389.22,389.22,67.94573661,6.003887067106539,6.003911758159737,5.964144736453019,5.964144736453019
2015-11-05 16:00:00,389.22,420.99,389.22,413.6,109.26487027499999,5.964144736453019,6.042609080431154,5.964144736453019,6.024899323194219
2015-11-05 20:00:00,413.6,413.6,379.42,388.0,31.49493409775,6.024899323194219,6.024899323194219,5.9386437709244,5.961005339623274
2015-11-06 00:00:00,388.0,388.0,355.0,367.49,61.46018369125,5.961005339623274,5.961005339623274,5.872117789475416,5.906696107398314
2015-11-06 04:00:00,367.49,388.0,354.01,388.0,43.21289884,5.906696107398314,5.961005339623274,5.869325161322362,5.961005339623274
2015-11-06 08:00:00,388.0,388.0,369.93,372.33,4.160228205,5.961005339623274,5.961005339623274,5.913313798550549,5.919780557809539
2015-11-06 12:00:00,372.33,387.18,372.33,387.18,54.2265992415,5.919780557809539,5.958889701175804,5.919780557809539,5.958889701175804
2015-11-06 16:00:00,387.18,399.7,366.73,366.73,83.525127695,5.958889701175804,5.990714265717278,5.904625882475441,5.904625882475441
2015-11-06 20:00:00,366.73,388.0,365.0,376.0,48.30259371,5.904625882475441,5.961005339623274,5.8998973535824915,5.929589143389895
2015-11-07 00:00:00,376.0,384.9,374.97,374.97,62.5150204025,5.929589143389895,5.9529835602897005,5.92684602277024,5.92684602277024
2015-11-07 04:00:00,374.97,388.0,374.97,381.9,36.92353587275,5.92684602277024,5.961005339623274,5.92684602277024,5.94515879423147
2015-11-07 08:00:00,381.9,390.0,380.0,385.9,6.85358093625,5.94515879423147,5.966146739123692,5.940171252720432,5.955578268543573
2015-11-07 12:00:00,385.9,391.92,383.5,383.5,8.26912171425,5.955578268543573,5.9710577373303195,5.949339620807311,5.949339620807311
2015-11-07 16:00:00,383.5,389.61,382.98,385.1,67.99527450250001,5.949339620807311,5.965146238790108,5.947982768496021,5.953503040820864
2015-11-07 20:00:00,385.1,388.13,382.07,387.0,41.425183225,5.953503040820864,5.96134033505243,5.945603837892363,5.958424693029782
2015-11-08 00:00:00,387.0,389.61,383.49,389.61,9.7705600075,5.958424693029782,5.965146238790108,5.94931354484804,5.965146238790108
2015-11-08 04:00:00,389.61,389.61,377.77,377.77,6.30262819475,5.965146238790108,5.965146238790108,5.934285544820798,5.934285544820798
2015-11-08 08:00:00,377.77,386.44,377.77,386.44,0.025,5.934285544820798,5.9569766166493086,5.934285544820798,5.9569766166493086
2015-11-08 12:00:00,386.44,386.89,386.44,386.58,0.325406403,5.9569766166493086,5.958140414900485,5.9569766166493086,5.957338832378606
2015-11-08 16:00:00,386.58,386.58,381.51,381.51,0.7746249335000001,5.957338832378606,5.957338832378606,5.944137062700765,5.944137062700765
2015-11-08 20:00:00,381.51,383.86,363.47,369.24,4.8946677825,5.944137062700765,5.950277902777732,5.895696762618602,5.911446839121951
2015-11-09 00:00:00,369.24,373.75,361.43,369.07,59.06801197750001,5.911446839121951,5.923587124704897,5.890068385227611,5.910986327946416
2015-11-09 04:00:00,369.07,373.09,367.63,367.63,36.457651,5.910986327946416,5.921819677402093,5.907076997597718,5.907076997597718
2015-11-09 08:00:00,367.63,386.79,367.63,386.79,4.7743215175,5.907076997597718,5.9578819100908555,5.907076997597718,5.9578819100908555
2015-11-09 12:00:00,386.79,386.79,378.22,384.0,8.6547600325,5.9578819100908555,5.9578819100908555,5.935476036899127,5.950642552587727
2015-11-09 16:00:00,384.0,384.0,372.92,382.87,98.34145031125,5.950642552587727,5.950642552587727,5.921363919428493,5.947695505975275
2015-11-09 20:00:00,382.87,383.0,376.37,377.1,75.3713682775,5.947695505975275,5.948034989180646,5.930572702090608,5.9325104042643115
2015-11-10 00:00:00,377.1,378.7,370.0,377.0,18.2775,5.9325104042643115,5.9367443349077496,5.91350300563827,5.932245187448011
2015-11-10 04:00:00,377.0,383.0,376.19,379.66,23.951437604,5.932245187448011,5.948034989180646,5.930094334908104,5.939276115362396
2015-11-10 08:00:00,379.66,379.66,374.01,374.12,9.309491765,5.939276115362396,5.939276115362396,5.924282535024993,5.924576601566351
2015-11-10 12:00:00,374.12,377.02,236.0,351.43,41.02965588775,5.924576601566351,5.932298236438766,5.4638318050256105,5.862010544903483
2015-11-10 16:00:00,351.43,358.91,349.75,354.0,15.744294782499999,5.862010544903483,5.8830716606798585,5.857218613545591,5.869296913133774
2015-11-10 20:00:00,354.0,354.0,326.31,336.46,77.1442695225,5.869296913133774,5.869296913133774,5.787847849773868,5.8184792712910145
2015-11-11 00:00:00,336.46,343.75,303.0,311.0,53.996780300000005,5.8184792712910145,5.839914648980781,5.713732805509369,5.739792912179234
2015-11-11 04:00:00,311.0,327.85,309.01,311.2,24.936021767249997,5.739792912179234,5.7925561867096285,5.73337363883364,5.740435792304236
2015-11-11 08:00:00,311.2,326.63,311.2,326.61,8.507480749,5.740435792304236,5.7888280317986185,5.740435792304236,5.788766798561198
2015-11-11 12:00:00,326.61,326.61,303.2,307.59,55.5281784,5.788766798561198,5.788766798561198,5.714392653768217,5.728767727350109
