,date,open,high,low,close,volume,log_open,log_high,log_low,log_close
0,2011-12-31 08:00:00,4.39,4.39,4.39,4.39,0.45558087,1.47932922708708,1.47932922708708,1.47932922708708,1.47932922708708
1,2011-12-31 16:00:00,4.489999999999999,4.513333333333333,4.489999999999999,4.513333333333333,31.620765743333333,1.5017018739964827,1.5068471433730954,1.5017018739964827,1.5068471433730954
2,2012-01-01 04:00:00,4.58,4.58,4.58,4.58,1.502,1.5216989981260935,1.5216989981260935,1.5216989981260935,1.5216989981260935
3,2012-01-01 16:00:00,4.84,4.84,4.84,4.84,10.0,1.5769147207285403,1.5769147207285403,1.5769147207285403,1.5769147207285403
4,2012-01-01 20:00:00,5.0,5.0,5.0,5.0,10.1,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003
5,2012-01-02 20:00:00,5.0,5.0,5.0,5.0,19.048,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003
6,2012-01-03 12:00:00,5.239999999999999,5.239999999999999,5.239999999999999,5.239999999999999,10.806188186666667,1.6562191365234151,1.6562191365234151,1.6562191365234151,1.6562191365234151
7,2012-01-03 16:00:00,5.26,5.26,5.26,5.26,11.123743272,1.6600652125895814,1.6600652125895814,1.6600652125895814,1.6600652125895814
8,2012-01-04 04:00:00,4.93,4.93,4.93,4.93,6.0,1.5953389880545987,1.5953389880545987,1.5953389880545987,1.5953389880545987
9,2012-01-04 12:00:00,5.19,5.19,5.19,5.19,5.683044315,1.6467336971777973,1.6467336971777973,1.6467336971777973,1.6467336971777973
10,2012-01-04 16:00:00,5.312,5.354000000000001,5.312,5.354000000000001,16.77343432,1.6698944374976776,1.6775806532689739,1.6698944374976776,1.6775806532689739
11,2012-01-05 00:00:00,5.72,5.72,5.72,5.72,5.0,1.7439688053917064,1.7439688053917064,1.7439688053917064,1.7439688053917064
12,2012-01-05 04:00:00,5.75,5.75,5.75,5.75,5.2,1.749199854809259,1.749199854809259,1.749199854809259,1.749199854809259
13,2012-01-05 08:00:00,6.072857142857144,6.087142857142857,6.072857142857144,6.087142857142857,8.253862788571428,1.8034881973251669,1.805856599300517,1.8034881973251669,1.805856599300517
14,2012-01-05 12:00:00,6.44,6.44,6.44,6.44,0.391950475,1.8625257283177017,1.8625257283177017,1.8625257283177017,1.8625257283177017
15,2012-01-05 20:00:00,6.43,6.43,6.43,6.43,0.31152648,1.860974538249528,1.860974538249528,1.860974538249528,1.860974538249528
16,2012-01-06 00:00:00,6.572,6.572,6.572,6.572,4.832312082,1.8827110425264721,1.8827110425264721,1.8827110425264721,1.8827110425264721
17,2012-01-06 04:00:00,6.67,6.69,6.67,6.69,3.86774883,1.89761536440395,1.9005959991621997,1.89761536440395,1.9005959991621997
18,2012-01-06 12:00:00,6.8,6.9,6.8,6.9,9.31055901,1.916922612182061,1.9315214116032138,1.916922612182061,1.9315214116032138
19,2012-01-06 16:00:00,6.478571428571429,6.478571428571429,6.478571428571429,6.478571428571429,2.048098577142857,1.868325651304995,1.868325651304995,1.868325651304995,1.868325651304995
20,2012-01-06 20:00:00,6.15,6.15,6.15,6.15,0.625,1.8162867914639633,1.8162867914639633,1.8162867914639633,1.8162867914639633
21,2012-01-07 16:00:00,6.8,6.8,6.8,6.8,0.29585799,1.916922612182061,1.916922612182061,1.916922612182061,1.916922612182061
22,2012-01-08 12:00:00,6.9,6.9,6.9,6.9,4.0,1.9315214116032138,1.9315214116032138,1.9315214116032138,1.9315214116032138
23,2012-01-09 00:00:00,7.0,7.0,7.0,7.0,1.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,1.9459101490553132
24,2012-01-09 04:00:00,6.99,6.99,6.9,6.9,5.0,1.944480556245719,1.944480556245719,1.9315214116032138,1.9315214116032138
25,2012-01-09 12:00:00,6.636111111111111,6.636111111111111,6.636111111111111,6.636111111111111,2.293454807222222,1.8922101110088714,1.8922101110088714,1.8922101110088714,1.8922101110088714
26,2012-01-09 16:00:00,6.550714285714285,6.550714285714285,6.550714285714285,6.550714285714285,1.2562240264285713,1.8794911432937649,1.8794911432937649,1.8794911432937649,1.8794911432937649
27,2012-01-09 20:00:00,6.293333333333333,6.293333333333333,6.293333333333333,6.293333333333333,1.0,1.839460259700483,1.839460259700483,1.839460259700483,1.839460259700483
28,2012-01-10 08:00:00,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,1.7083333333333333,1.8351998170453845,1.8351998170453845,1.8351998170453845,1.8351998170453845
29,2012-01-10 12:00:00,6.540909090909091,6.540909090909091,6.540909090909091,6.540909090909091,1.2852532690909089,1.8780760640307486,1.8780760640307486,1.8780760640307486,1.8780760640307486
30,2012-01-10 16:00:00,6.783333333333334,6.783333333333334,6.783333333333334,6.783333333333334,2.77534625,1.91388912003045,1.91388912003045,1.91388912003045,1.91388912003045
31,2012-01-10 20:00:00,7.14,7.14,7.14,7.14,4.59803922,1.965712776351493,1.965712776351493,1.965712776351493,1.965712776351493
32,2012-01-11 08:00:00,7.033333333333333,7.033333333333333,7.033333333333333,7.033333333333333,1.8589324616666667,1.9498202623235739,1.9498202623235739,1.9498202623235739,1.9498202623235739
33,2012-01-11 12:00:00,7.201538461538462,7.2057692307692305,7.201538461538462,7.2057692307692305,1.8959178461538462,1.9742944790001797,1.9748760391153266,1.9742944790001797,1.9748760391153266
34,2012-01-11 16:00:00,6.95,6.95,6.95,6.95,2.987142855,1.9387157803292636,1.9387157803292636,1.9387157803292636,1.9387157803292636
35,2012-01-11 20:00:00,7.0,7.0,7.0,7.0,8.315,1.9459101490553132,1.9459101490553132,1.9459101490553132,1.9459101490553132
36,2012-01-12 04:00:00,6.95,6.95,6.95,6.95,8.8,1.9387416595767009,1.9387416595767009,1.9387416595767009,1.9387416595767009
37,2012-01-12 08:00:00,7.3,7.3,7.3,7.3,9.54109589,1.9878743481543453,1.9878743481543453,1.9878743481543453,1.9878743481543453
